,antecedent,consequent,support,support_antecedent,confidence,lift,n_transactions,n_support_antecedent,n_confidence,str,html
68,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante'}),"0,26","0,31","0,82","1,9",125,39,32,"31% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</b>, dos quais 82% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>31%</span><span class='rule_ant_frac'>(39/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>82%</span><span class='rule_con_frac'>(32/39)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</span>."
69,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante'}),"0,26","0,43","0,59","1,65",125,54,32,"43% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</b>, dos quais 59% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>43%</span><span class='rule_ant_frac'>(54/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>59%</span><span class='rule_con_frac'>(32/54)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</span>."
70,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante'}),"0,26","0,36","0,71","1,65",125,45,32,"36% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</b>, dos quais 71% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>36%</span><span class='rule_ant_frac'>(45/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>71%</span><span class='rule_con_frac'>(32/45)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</span>."
71,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante'}),"0,21","0,43","0,48","1,82",125,54,26,"43% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</b>, dos quais 48% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>43%</span><span class='rule_ant_frac'>(54/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>48%</span><span class='rule_con_frac'>(26/54)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</span>."
72,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante'}),"0,21","0,26","0,79","1,82",125,33,26,"26% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</b>, dos quais 79% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>26%</span><span class='rule_ant_frac'>(33/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>79%</span><span class='rule_con_frac'>(26/33)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</span>."
73,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante'}),"0,37","0,43","0,85","2,05",125,54,46,"43% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</b>, dos quais 85% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>43%</span><span class='rule_ant_frac'>(54/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>85%</span><span class='rule_con_frac'>(46/54)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</span>."
74,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante'}),"0,37","0,42","0,88","2,05",125,52,46,"42% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</b>, dos quais 88% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>42%</span><span class='rule_ant_frac'>(52/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>88%</span><span class='rule_con_frac'>(46/52)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</span>."
75,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),"0,22","0,43","0,52","1,8",125,54,27,"43% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</b>, dos quais 52% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>43%</span><span class='rule_ant_frac'>(54/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>52%</span><span class='rule_con_frac'>(27/54)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>."
76,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante'}),"0,22","0,29","0,78","1,8",125,36,28,"29% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>, dos quais 78% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>29%</span><span class='rule_ant_frac'>(36/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>78%</span><span class='rule_con_frac'>(28/36)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</span>."
77,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante'}),"0,21","0,43","0,48","1,63",125,54,26,"43% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</b>, dos quais 48% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>43%</span><span class='rule_ant_frac'>(54/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>48%</span><span class='rule_con_frac'>(26/54)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</span>."
78,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante'}),"0,21","0,3","0,7","1,63",125,37,26,"30% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</b>, dos quais 70% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>30%</span><span class='rule_ant_frac'>(37/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>70%</span><span class='rule_con_frac'>(26/37)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Nada ou pouco importante</span>."
79,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Neutro'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Neutro'}),"0,21","0,28","0,74","2,51",125,35,26,"28% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Neutro</b>, dos quais 74% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Neutro</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>28%</span><span class='rule_ant_frac'>(35/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Estacionamento] Neutro</span>, dos quais <span class='rule_con_perc'>74%</span><span class='rule_con_frac'>(26/35)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Neutro</span>."
